order_id,customer_id,customer_name,product_id,product_name,category,order_date,quantity,unit_price,total_price,payment_method,country,city,status,update_time
34.0,1856,LAURA TORRES,195,iPhone 13,Tecnología,2023-07-06,2.0,1898.28,3796.56,Transferencia,France,Hamburgo,Cancelado,2023-07-06 10:00:00
35.0,1192,David Gómez,149,Mochila North Face,Accesorios,08-03-2023,3.0,1931.61,5794.83,Transferencia,FR,Lyon,Entregado,2023-08-03 01:00:00
36.0,1117,Juan Pérez,19,Monitor LG,Tecnología,19/07/2024,3.0,1618.71,4693.35148356895,Transferencia,FR,Paris,Cancelado,2024-07-19 23:00:00
37.0,1700,María García,182,Camiseta Adidas,Moda,10-02-2024,5.0,616.18,3080.9,Transferencia,spain,Valencia,Pendiente,2024-10-02 04:00:00
38.0,1755,laura torres,156,Camiseta Adidas,Moda,2024-02-24,2.0,204.37,408.74,Bizum,FR,Roma,Pendiente,2024-02-24 07:00:00
39.0,1621,Ana Sánchez,138,Cafetera Philips,Hogar,05-07-2024,5.0,1371.62,6858.1,Bizum,FR,Roma,Cancelado,2024-05-07 10:00:00
40.0,1415,David Gómez,192,Monitor LG,Tecnología,26/03/2024,1.0,885.9,885.9,Bizum,spain,Milán,Pendiente,2024-03-26 06:00:00
41.0,1260,María García,81,AirPods,Tecnología,23/05/2024,4.0,252.86,1011.44,Transferencia,ES,Berlín,Pendiente,2024-05-23 22:00:00
42.0,1932,Laura Torres,4,Bolso Gucci,Moda,02-18-2024,4.0,995.4,3981.6,Bizum,IT,Paris,Pendiente,2024-02-18 17:00:00
43.0,1728,Lucía Fernández,186,Monitor LG,Tecnología,03-17-2023,2.0,78.43,156.86,Bizum,IT,Hamburgo,Pendiente,2023-03-17 12:00:00
44.0,1964,Carlos Ruiz,153,Cafetera Philips,Hogar,2023-10-30,3.0,1819.55,5458.65,Transferencia,FR,Paris,Cancelado,2023-10-30 07:00:00
45.0,1019,David Gómez,42,Aspiradora Dyson,Hogar,2023-09-01,4.0,"524,97",,Transferencia,Italy,Valencia,Cancelado,2023-09-01 11:00:00
46.0,1074,JUAN PÉREZ,160,Cafetera Philips,Hogar,06-23-2023,4.0,1328.42,5313.68,PayPal,España,Valencia,Cancelado,2023-06-23 19:00:00
47.0,1089,Pedro López,181,Mochila North Face,Accesorios,02/10/2023,5.0,630.31,3151.55,Tarjeta,France,Lyon,Cancelado,2023-10-02 13:00:00
48.0,1786,Ana Sánchez,15,Teclado Logitech,Tecnología,09-19-2024,5.0,1044.94,5224.7,Bizum,Italy,Barcelona,Pendiente,2024-09-19 11:00:00
49.0,1232,Pedro López,193,Mochila North Face,Accesorios,2024-04-24,4.0,1097.95,4391.8,Tarjeta,France,Hamburgo,Pendiente,2024-04-24 17:00:00
50.0,1340,maría garcía,20,Zapatillas Nike,TECHNOLOGY,02-27-2023,3.0,377.86,1133.58,Tarjeta,IT,Berlín,Cancelado,2023-02-27 07:00:00
51.0,1095,María García,91,Monitor LG,Tecnología,03-25-2024,2.0,1939.47,3878.94,Tarjeta,France,Berlín,Pendiente,2024-03-25 00:00:00
52.0,1753,Lucía Fernández,185,Reloj Casio,Accesorios,12-13-2023,1.0,1552.51,1552.51,Bizum,Italy,Berlín,Pendiente,2023-12-13 14:00:00
53.0,1220,Laura Torres,69,AirPods,Tecnología,10-19-2023,2.0,1879.6,3759.2,Bizum,Germany,Valencia,Pendiente,2023-10-19 07:00:00
54.0,1646,Carlos Ruiz,103,Reloj Casio,Accesorios,2023-03-04,3.0,$1790.71,,Tarjeta,Germany,Barcelona,Cancelado,2023-03-04 08:00:00
55.0,1098,JUAN PÉREZ,61,Monitor LG,Tecnología,10-09-2023,3.0,1199.82,3599.46,Tarjeta,Italy,Milán,Pendiente,2023-10-09 00:00:00
56.0,1912,Pedro López,28,Zapatillas Nike,Moda,10/05/2024,1.0,1844.53,1752.8911277707257,Bizum,IT,Barcelona,Entregado,2024-05-10 18:00:00
57.0,1049,David Gómez,138,Samsung Galaxy,Moda,2024-09-15,1.0,186.1,186.1,Tarjeta,IT,Valencia,Pendiente,2024-09-15 14:00:00
58.0,1519,David Gómez,138,Bolso Gucci,Moda,2024-09-03,1.0,400.01,400.01,PayPal,spain,Lyon,Entregado,2024-09-03 03:00:00
59.0,1230,Pedro López,132,Cafetera Philips,hogar,2024-11-26,4.0,100.0,400.0,Bizum,DE,Berlín,Pendiente,2024-11-26 17:00:00
60.0,1666,David Gómez,111,Mochila North Face,Accesorios,09/08/2024,5.0,657.41,3287.05,Bizum,FR,Barcelona,Entregado,2024-08-09 00:00:00
61.0,1261,David Gómez,196,Reloj Casio,Accesorios,12-02-2023,1.0,783.47,783.47,Transferencia,DE,Paris,Cancelado,2023-12-02 15:00:00
62.0,1687,Ana Sánchez,99,Aspiradora Dyson,Hogar,12/07/2023,3.0,549.98,1649.94,Tarjeta,IT,Berlín,Entregado,2023-07-12 00:00:00
63.0,1633,LAURA TORRES,97,Teclado Logitech,Tecnología,06/12/2023,5.0,1659.19,8295.95,Transferencia,FR,Lyon,Cancelado,2023-12-06 04:00:00
64.0,1549,David Gómez,28,Reloj Casio,Accesorios,17/04/2023,2.0,719.94,1439.88,Transferencia,FR,Valencia,Pendiente,2023-04-17 08:00:00
65.0,1161,david gómez,134,MacBook Pro,Tecnología,03-22-2024,3.0,569.06,1707.18,Tarjeta,España,Lyon,Cancelado,2024-03-22 11:00:00
66.0,1886,David Gómez,44,AirPods,Tecnología,2024-09-12,5.0,1089.97,5449.85,Bizum,IT,Roma,Cancelado,2024-09-12 20:00:00
67.0,1223,Juan Pérez,169,Cafetera Philips,Hogar,08-06-2023,5.0,290.44,1452.2,Bizum,Italy,Roma,Entregado,2023-08-06 01:00:00
68.0,1026,Laura Torres,15,Zapatillas Nike,Moda,12/06/2023,3.0,1606.37,5435.530925050643,Bizum,spain,Valencia,Entregado,2023-06-12 09:00:00
69.0,1251,María García,38,Monitor LG,Tecnología,12/11/2023,1.0,"158,36",,Tarjeta,Germany,Berlín,Cancelado,2023-11-12 21:00:00
70.0,1388,Pedro López,178,Aspiradora Dyson,Hogar,04/05/2024,4.0,1973.91,7895.64,Transferencia,spain,Milán,Cancelado,2024-05-04 23:00:00
71.0,1746,laura torres,193,Samsung Galaxy,Tecnología,01-08-2023,2.0,1546.77,3093.54,Bizum,España,Hamburgo,Pendiente,2023-01-08 16:00:00
72.0,1063,Carlos Ruiz,171,Cafetera Philips,Hogar,2024-04-15,1.0,405.44,405.44,Transferencia,Italy,Valencia,Cancelado,2024-04-15 00:00:00
73.0,1386,Ana Sánchez,41,AirPods,Tecnología,04-22-2023,3.0,20.99,62.97,Tarjeta,FR,Barcelona,Entregado,2023-04-22 18:00:00
74.0,1248,Laura Torres,189,Monitor LG,Tecnología,2024-07-26,2.0,"1632,77",,Transferencia,España,Madrid,Pendiente,2024-07-26 04:00:00
75.0,1546,pedro lópez,153,Sony Headphones,tecnologia,04-06-2023,3.0,1416.65,4249.95,Transferencia,Germany,Barcelona,Pendiente,2023-04-06 21:00:00
76.0,1295,Carlos Ruiz,167,Monitor LG,Tecnología,2024-05-15,5.0,1460.72,6380.977911317641,Bizum,France,Valencia,Pendiente,2024-05-15 21:00:00
77.0,1285,Carlos Ruiz,55,AirPods,Tecnología,01-16-2024,4.0,1544.83,6179.32,Tarjeta,DE,Madrid,Entregado,2024-01-16 17:00:00
78.0,1379,David Gómez,173,Samsung Galaxy,Tecnología,09-06-2023,2.0,157.35,312.65615884537493,Bizum,ES,Barcelona,Pendiente,2023-09-06 19:00:00
79.0,1565,María García,131,Mochila North Face,Accesorios,08-17-2024,4.0,$723.35,,Bizum,DE,Hamburgo,Cancelado,2024-08-17 08:00:00
80.0,1548,Lucía Fernández,94,Mochila North Face,TECHNOLOGY,05/08/2024,5.0,240.58,1202.9,Tarjeta,IT,Hamburgo,Entregado,2024-08-05 18:00:00
81.0,1950,María García,33,Aspiradora Dyson,Hogar,02/02/2024,4.0,$1727.58,,Transferencia,France,Hamburgo,Entregado,2024-02-02 15:00:00
82.0,1250,Lucía Fernández,22,AirPods,Tecnología,12-18-2023,2.0,1250.36,2500.72,Transferencia,España,Barcelona,Entregado,2023-12-18 14:00:00
83.0,1625,Lucía Fernández,66,iPhone 13,Tecnología,21/04/2024,5.0,668.49,3342.45,Bizum,Germany,Hamburgo,Pendiente,2024-04-21 08:00:00
84.0,1923,MARÍA GARCÍA,186,Cafetera Philips,Hogar,01/12/2023,5.0,136.48,682.4,Bizum,ES,Paris,Cancelado,2023-12-01 03:00:00
85.0,1281,Laura Torres,140,Reloj Casio,Accesorios,04-05-2023,3.0,628.85,1886.55,Transferencia,DE,Madrid,Pendiente,2023-04-05 07:00:00
86.0,1125,Juan Pérez,75,Samsung Galaxy,Tecnología,2023-09-27,5.0,657.11,2727.096001673349,PayPal,Germany,Roma,Entregado,2023-09-27 05:00:00
87.0,1732,LAURA TORRES,72,Sony Headphones,Tecnología,26/04/2023,2.0,1461.92,2923.84,Transferencia,DE,Barcelona,Cancelado,2023-04-26 21:00:00
88.0,1916,David Gómez,25,Silla Gaming,Hogar,2023-06-24,3.0,1278.74,3836.22,Bizum,spain,Paris,Pendiente,2023-06-24 18:00:00
89.0,1102,juan pérez,181,Cafetera Philips,Hogar,24/03/2023,1.0,1775.55,1636.6520370590115,PayPal,France,Hamburgo,Pendiente,2023-03-24 21:00:00
90.0,1415,DAVID GÓMEZ,141,Zapatillas Nike,Moda,08/10/2024,2.0,949.71,1899.42,Bizum,ES,Valencia,Cancelado,2024-10-08 09:00:00
91.0,1795,María García,196,Silla Gaming,Hogar,2023-10-23,3.0,247.99,743.97,Transferencia,spain,Hamburgo,Entregado,2023-10-23 17:00:00
92.0,1579,Laura Torres,54,Mochila North Face,Accesorios,04-16-2024,5.0,1429.36,7146.8,Transferencia,Italy,Berlín,Entregado,2024-04-16 15:00:00
93.0,1221,Ana Sánchez,15,Reloj Casio,Accesorios,24/12/2023,4.0,1523.96,6095.84,Bizum,DE,Hamburgo,Entregado,2023-12-24 12:00:00
94.0,1396,david gómez,168,Monitor LG,Tecnología,05/02/2024,4.0,1126.94,4507.76,PayPal,France,Barcelona,Pendiente,2024-02-05 17:00:00
95.0,1590,María García,19,Monitor LG,Tecnología,16/07/2023,3.0,1544.22,4632.66,Transferencia,spain,Roma,Cancelado,2023-07-16 05:00:00
96.0,1906,David Gómez,14,Zapatillas Nike,Moda,06/01/2023,5.0,992.65,4963.25,Bizum,Germany,Hamburgo,Pendiente,2023-01-06 12:00:00
97.0,1405,maría garcía,113,Aspiradora Dyson,Hogar,08-14-2024,3.0,1050.24,2773.304679438566,PayPal,Italy,Berlín,Entregado,2024-08-14 23:00:00
98.0,1538,Laura Torres,72,Reloj Casio,Accesorios,10-04-2023,2.0,860.81,1721.62,Tarjeta,IT,Milán,Pendiente,2023-10-04 18:00:00
99.0,1145,Laura Torres,184,Zapatillas Nike,Moda,12/01/2024,4.0,60.58,242.32,Transferencia,España,Madrid,Pendiente,2024-01-12 11:00:00
100.0,1735,David Gómez,28,Monitor LG,Tecnología,2024-07-01,4.0,"224,7",,Bizum,FR,Roma,Cancelado,2024-07-01 17:00:00
,1330,Laura Torres,35,Reloj Casio,Accesorios,2024-05-17,1.0,$72.54,,Bizum,IT,Madrid,Cancelado,2024-05-17 21:00:00
102.0,1417,Lucía Fernández,132,Aspiradora Dyson,Hogar,04-14-2024,1.0,1276.46,1276.46,Bizum,IT,Paris,Entregado,2024-04-14 23:00:00
103.0,1752,Juan Pérez,35,Bolso Gucci,Moda,07-10-2023,3.0,635.57,1906.71,PayPal,IT,Milán,Entregado,2023-07-10 17:00:00
104.0,1495,Carlos Ruiz,144,Cafetera Philips,Hogar,2024-02-21,1.0,1022.06,1022.06,Bizum,IT,Hamburgo,Pendiente,2024-02-21 22:00:00
105.0,1575,María García,118,Mochila North Face,Accesorios,24/04/2024,4.0,1816.06,7264.24,Bizum,DE,Lyon,Cancelado,2024-04-24 21:00:00
106.0,1141,Laura Torres,79,Reloj Casio,Accesorios,03/02/2023,3.0,506.09,1518.27,Transferencia,France,Hamburgo,Pendiente,2023-02-03 06:00:00
107.0,1218,LAURA TORRES,57,Camiseta Adidas,Moda,2024-03-23,1.0,826.66,826.66,Tarjeta,spain,Lyon,Entregado,2024-03-23 21:00:00
108.0,1605,David Gómez,40,Mochila North Face,Accesorios,31/07/2024,2.0,1513.55,3027.1,Transferencia,ES,Barcelona,Pendiente,2024-07-31 07:00:00
109.0,1801,lucía fernández,188,Sony Headphones,Tecnología,2024-07-28,2.0,465.31,930.62,PayPal,spain,Barcelona,Pendiente,2024-07-28 23:00:00
110.0,1450,David Gómez,58,Bolso Gucci,Moda,2023-07-29,2.0,163.19,326.38,Transferencia,Germany,Berlín,Cancelado,2023-07-29 06:00:00
111.0,1410,David Gómez,79,AirPods,Tecnología,2023-09-29,3.0,586.61,1759.83,Bizum,France,Hamburgo,Pendiente,2023-09-29 16:00:00
112.0,1483,Carlos Ruiz,143,Teclado Logitech,Tecnología,05-01-2024,3.0,330.83,992.49,PayPal,spain,Milán,Cancelado,2024-05-01 20:00:00
113.0,1772,Pedro López,118,AirPods,Tecnología,04-26-2023,4.0,1860.1,7440.4,PayPal,FR,Roma,Pendiente,2023-04-26 17:00:00
114.0,1037,Lucía Fernández,146,AirPods,Tecnología,12-03-2023,5.0,1618.16,8090.8,Tarjeta,FR,Lyon,Cancelado,2023-12-03 11:00:00
115.0,1237,Pedro López,33,AirPods,Tecnología,05/11/2023,1.0,1270.47,1270.47,Transferencia,España,Hamburgo,Entregado,2023-11-05 15:00:00
,1169,Pedro López,178,MacBook Pro,Tecnología,05-29-2023,3.0,1744.21,5232.63,Transferencia,IT,Barcelona,Cancelado,2023-05-29 22:00:00
117.0,1817,María García,97,Sony Headphones,Tecnología,04/03/2023,1.0,1609.31,1609.31,Transferencia,FR,Milán,Cancelado,2023-03-04 09:00:00
118.0,1277,LAURA TORRES,156,Mochila North Face,Accesorios,06-21-2023,4.0,381.27,1525.08,Tarjeta,FR,Barcelona,Cancelado,2023-06-21 09:00:00
119.0,1801,David Gómez,55,Monitor LG,Tecnología,2023-08-18,4.0,1786.19,7752.857927462209,Tarjeta,FR,Berlín,Pendiente,2023-08-18 06:00:00
120.0,1294,Lucía Fernández,81,Teclado Logitech,Moda,07/03/2023,4.0,1083.29,4732.621973109033,Bizum,Germany,Barcelona,Pendiente,2023-03-07 04:00:00
121.0,1371,David Gómez,21,Cafetera Philips,Hogar,26/02/2024,1.0,1616.81,1616.81,Tarjeta,France,Berlín,Entregado,2024-02-26 02:00:00
122.0,1377,ana sánchez,61,Monitor LG,Tecnología,2023-03-04,4.0,$1793.22,,Transferencia,Italy,Paris,Cancelado,2023-03-04 08:00:00
123.0,1987,David Gómez,188,Reloj Casio,moda,04-15-2023,2.0,$642.83,,Tarjeta,France,Hamburgo,Cancelado,2023-04-15 09:00:00
124.0,1164,CARLOS RUIZ,69,Cafetera Philips,Hogar,2023-09-02,2.0,229.0,458.0,PayPal,FR,Hamburgo,Pendiente,2023-09-02 19:00:00
125.0,1092,Pedro López,137,Sony Headphones,TECHNOLOGY,06-03-2024,3.0,463.59,1390.77,Tarjeta,FR,Berlín,Cancelado,2024-06-03 04:00:00
126.0,1312,María García,127,Teclado Logitech,Tecnología,08-02-2023,5.0,859.94,4299.7,Bizum,Germany,Paris,Pendiente,2023-08-02 11:00:00
127.0,1317,Carlos Ruiz,114,Bolso Gucci,Moda,2024-05-19,1.0,1637.85,1637.85,Bizum,España,Milán,Cancelado,2024-05-19 02:00:00
128.0,1267,María García,17,Samsung Galaxy,Tecnología,02-21-2024,2.0,1722.85,3377.1904769247885,Bizum,IT,Hamburgo,Entregado,2024-02-21 03:00:00
129.0,1212,Juan Pérez,145,Zapatillas Nike,Moda,2024-02-27,1.0,23.83,23.83,Transferencia,IT,Milán,Pendiente,2024-02-27 15:00:00
130.0,1135,Laura Torres,187,iPhone 13,Tecnología,2023-07-19,4.0,1026.39,4105.56,Transferencia,ES,Hamburgo,Pendiente,2023-07-19 08:00:00
131.0,1850,David Gómez,172,Monitor LG,tech,03-02-2024,3.0,"840,65",,Tarjeta,spain,Barcelona,Cancelado,2024-03-02 23:00:00
132.0,1626,Carlos Ruiz,56,Silla Gaming,Hogar,2023-06-22,4.0,451.99,1807.96,Tarjeta,Italy,Barcelona,Entregado,2023-06-22 07:00:00
133.0,1152,Lucía Fernández,69,Samsung Galaxy,Tecnología,25/07/2023,4.0,248.53,994.12,Bizum,España,Paris,Pendiente,2023-07-25 06:00:00
134.0,1561,Laura Torres,63,Bolso Gucci,Moda,02/07/2023,3.0,681.85,2045.55,Bizum,spain,Madrid,Cancelado,2023-07-02 01:00:00
135.0,1599,Pedro López,38,AirPods,Tecnología,01-28-2024,3.0,1886.39,5659.17,Bizum,ES,Barcelona,Cancelado,2024-01-28 21:00:00
136.0,1267,María García,133,Mochila North Face,Accesorios,2024-02-07,2.0,$653.17,,Tarjeta,DE,Madrid,Pendiente,2024-02-07 02:00:00
137.0,1987,Juan Pérez,101,Sony Headphones,Tecnología,2024-09-11,4.0,"1042,39",,Bizum,spain,Lyon,Pendiente,2024-09-11 04:00:00
138.0,1061,David Gómez,70,Camiseta Adidas,Moda,02-15-2023,1.0,1409.01,1409.01,PayPal,Germany,Madrid,Entregado,2023-02-15 02:00:00
139.0,1976,Carlos Ruiz,119,Sony Headphones,Tecnología,05-17-2023,4.0,733.62,2934.48,Tarjeta,France,Madrid,Cancelado,2023-05-17 16:00:00
140.0,1787,Pedro López,71,Mochila North Face,Accesorios,2024-02-05,1.0,1943.85,1943.85,Transferencia,France,Barcelona,Entregado,2024-02-05 18:00:00
141.0,1568,Juan Pérez,175,Teclado Logitech,TECHNOLOGY,02-27-2023,4.0,1925.27,7701.08,Bizum,Italy,Barcelona,Cancelado,2023-02-27 10:00:00
142.0,1955,David Gómez,170,Sony Headphones,TECHNOLOGY,05-28-2023,4.0,511.05,2044.2,Bizum,ES,Madrid,Cancelado,2023-05-28 21:00:00
143.0,1231,Juan Pérez,133,MacBook Pro,Tecnología,16/12/2023,2.0,999.52,1999.04,Transferencia,Italy,Milán,Pendiente,2023-12-16 22:00:00
144.0,1995,Carlos Ruiz,141,Monitor LG,Tecnología,23/06/2023,1.0,608.75,608.75,Bizum,France,Madrid,Pendiente,2023-06-23 21:00:00
145.0,1119,Laura Torres,10,Bolso Gucci,Moda,14/01/2023,2.0,576.83,1153.66,Transferencia,IT,Paris,Entregado,2023-01-14 01:00:00
146.0,1309,lucía fernández,97,Camiseta Adidas,Moda,11-03-2023,2.0,83.41,166.82,PayPal,Germany,Berlín,Cancelado,2023-11-03 22:00:00
147.0,1605,Pedro López,129,Cafetera Philips,Hogar,06-04-2023,1.0,1223.03,1088.1425882625786,PayPal,ES,Lyon,Pendiente,2023-06-04 19:00:00
148.0,1071,Ana Sánchez,148,Samsung Galaxy,Tecnología,2024-08-01,2.0,1010.33,2020.66,Transferencia,France,Paris,Entregado,2024-08-01 10:00:00
149.0,1962,Ana Sánchez,22,Monitor LG,tecnologia,16/11/2024,1.0,$112.44,,Bizum,Italy,Hamburgo,Pendiente,2024-11-16 23:00:00
150.0,1898,Lucía Fernández,68,Sony Headphones,Tecnología,2024-11-21,1.0,564.51,560.1675481523106,Transferencia,DE,Roma,Pendiente,2024-11-21 21:00:00
151.0,1769,David Gómez,67,Zapatillas Nike,Moda,05/10/2023,5.0,1817.45,9087.25,Transferencia,IT,Hamburgo,Entregado,2023-10-05 10:00:00
152.0,1982,Ana Sánchez,169,Sony Headphones,Tecnología,08-29-2024,1.0,486.73,486.73,PayPal,FR,Hamburgo,Pendiente,2024-08-29 07:00:00
153.0,1744,Lucía Fernández,101,MacBook Pro,Tecnología,2024-08-08,1.0,298.34,298.34,PayPal,DE,Madrid,Pendiente,2024-08-08 10:00:00
154.0,1613,Pedro López,22,MacBook Pro,Tecnología,11-22-2023,3.0,"984,01",,Tarjeta,IT,Lyon,Cancelado,2023-11-22 16:00:00
155.0,1701,carlos ruiz,163,Teclado Logitech,Tecnología,01-28-2024,2.0,1971.44,3942.88,Bizum,ES,Lyon,Entregado,2024-01-28 21:00:00
156.0,1642,Ana Sánchez,4,iPhone 13,Tecnología,2023-12-22,5.0,491.69,2458.45,PayPal,FR,Lyon,Entregado,2023-12-22 02:00:00
157.0,1559,Pedro López,176,Zapatillas Nike,Moda,07-17-2024,,1347.55,,Tarjeta,Italy,Hamburgo,Entregado,2024-07-17 06:00:00
158.0,1968,Juan Pérez,169,AirPods,Tecnología,01-26-2023,3.0,1525.62,4228.607599507798,PayPal,Italy,Roma,Pendiente,2023-01-26 09:00:00
159.0,1692,Laura Torres,18,Aspiradora Dyson,Hogar,06/01/2024,3.0,482.9,1448.7,Transferencia,ES,Valencia,Entregado,2024-01-06 06:00:00
160.0,1380,Lucía Fernández,137,Bolso Gucci,Moda,07/05/2023,5.0,1459.15,7295.75,Transferencia,DE,Madrid,Pendiente,2023-05-07 04:00:00
161.0,1921,Laura Torres,77,MacBook Pro,Tecnología,2023-06-13,2.0,$741.89,,Tarjeta,FR,Lyon,Entregado,2023-06-13 22:00:00
162.0,1006,María García,125,Aspiradora Dyson,Hogar,09-01-2023,3.0,1268.29,3804.87,Bizum,Italy,Lyon,Entregado,2023-09-01 22:00:00
163.0,1215,Juan Pérez,91,Camiseta Adidas,Moda,2024-08-23,5.0,1270.72,6353.6,Transferencia,FR,Milán,Cancelado,2024-08-23 23:00:00
164.0,1832,Laura Torres,124,Cafetera Philips,Hogar,2024-11-15,5.0,1076.19,5380.95,Transferencia,Italy,Roma,Entregado,2024-11-15 22:00:00
165.0,1214,Juan Pérez,156,Cafetera Philips,Hogar,05/04/2023,1.0,189.68,189.68,Bizum,Germany,Paris,Entregado,2023-04-05 22:00:00
166.0,1762,Pedro López,173,Monitor LG,Tecnología,28/08/2023,3.0,1672.25,5016.75,PayPal,Germany,Paris,Entregado,2023-08-28 00:00:00
167.0,1127,LAURA TORRES,32,Bolso Gucci,Moda,02-12-2024,4.0,648.35,2137.509835388132,Tarjeta,IT,Paris,Pendiente,2024-02-12 17:00:00
